date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-02-14,BTC,27SEP19,12000,C,0.0035,67.86,2,3574.71,BTC-27SEP19-12000-C
2019-02-18,BTC,27SEP19,12000,C,0.004,67.77,1,3700.45,BTC-27SEP19-12000-C
2019-02-19,BTC,27SEP19,12000,C,0.0055,68.36,10,3901.49,BTC-27SEP19-12000-C
2019-02-20,BTC,27SEP19,12000,C,0.005,67.17,3,3929.86,BTC-27SEP19-12000-C
2019-02-21,BTC,27SEP19,12000,C,0.0045,66.54,1,3896.37,BTC-27SEP19-12000-C
2019-02-22,BTC,27SEP19,12000,C,0.005,67.42,3,3928.78,BTC-27SEP19-12000-C
2019-02-23,BTC,27SEP19,12000,C,0.006,67.34,2,4115.36,BTC-27SEP19-12000-C
2019-02-24,BTC,27SEP19,12000,C,0.0055,72.4,5,3739.75,BTC-27SEP19-12000-C
2019-02-25,BTC,27SEP19,12000,C,0.005,70.15,4,3778.02,BTC-27SEP19-12000-C
2019-02-26,BTC,27SEP19,12000,C,0.0055,71.11,2,3786.68,BTC-27SEP19-12000-C
2019-03-01,BTC,27SEP19,12000,C,0.005,70.3,3,3807.77,BTC-27SEP19-12000-C
2019-03-02,BTC,27SEP19,12000,C,0.0045,69.36,4,3815.23,BTC-27SEP19-12000-C
2019-03-04,BTC,27SEP19,12000,C,0.005,72.28,3,3697.28,BTC-27SEP19-12000-C
2019-03-05,BTC,27SEP19,12000,C,0.005,70.59,1,3835.92,BTC-27SEP19-12000-C
2019-03-07,BTC,27SEP19,12000,C,0.004,68.28,2,3866.25,BTC-27SEP19-12000-C
2019-03-08,BTC,27SEP19,12000,C,0.005,71.85,2,3780.08,BTC-27SEP19-12000-C
2019-03-11,BTC,27SEP19,12000,C,0.004,69.39,2,3847.0,BTC-27SEP19-12000-C
2019-03-12,BTC,27SEP19,12000,C,0.004,69.92,3,3801.78,BTC-27SEP19-12000-C
2019-03-14,BTC,27SEP19,12000,C,0.004,69.76,1,3855.45,BTC-27SEP19-12000-C
2019-03-15,BTC,27SEP19,12000,C,0.004,69.42,2,3901.82,BTC-27SEP19-12000-C
2019-03-16,BTC,27SEP19,12000,C,0.004,68.55,5,3979.53,BTC-27SEP19-12000-C
2019-03-19,BTC,27SEP19,12000,C,0.0045,70.25,1,3971.55,BTC-27SEP19-12000-C
2019-03-22,BTC,27SEP19,12000,C,0.005,71.95,4,3985.93,BTC-27SEP19-12000-C
2019-03-23,BTC,27SEP19,12000,C,0.004,69.83,1,3976.25,BTC-27SEP19-12000-C
2019-03-24,BTC,27SEP19,12000,C,0.004,70.38,2,3957.46,BTC-27SEP19-12000-C
2019-03-25,BTC,27SEP19,12000,C,0.004,71.21,2,3908.26,BTC-27SEP19-12000-C
2019-03-26,BTC,27SEP19,12000,C,0.004,71.81,2,3913.0,BTC-27SEP19-12000-C
2019-03-28,BTC,27SEP19,12000,C,0.005,72.91,2,4003.55,BTC-27SEP19-12000-C
2019-03-29,BTC,27SEP19,12000,C,0.006,74.1,6,4075.39,BTC-27SEP19-12000-C
2019-04-01,BTC,27SEP19,12000,C,0.006,74.3,7,4114.27,BTC-27SEP19-12000-C
2019-04-02,BTC,27SEP19,12000,C,0.0105,72.71,5,4745.48,BTC-27SEP19-12000-C
2019-04-03,BTC,27SEP19,12000,C,0.0105,68.63,9,5109.75,BTC-27SEP19-12000-C
2019-04-08,BTC,27SEP19,12000,C,0.0185,76.16,7,5199.97,BTC-27SEP19-12000-C
2019-04-11,BTC,27SEP19,12000,C,0.017,77.92,2,5063.3,BTC-27SEP19-12000-C
2019-04-12,BTC,27SEP19,12000,C,0.0125,73.13,2,5083.38,BTC-27SEP19-12000-C
2019-04-15,BTC,27SEP19,12000,C,0.015,75.84,4,5151.3,BTC-27SEP19-12000-C
2019-04-16,BTC,27SEP19,12000,C,0.014,75.81,1,5072.21,BTC-27SEP19-12000-C
2019-04-18,BTC,27SEP19,12000,C,0.0135,73.1,5,5277.07,BTC-27SEP19-12000-C
2019-04-20,BTC,27SEP19,12000,C,0.013999999999999999,73.8,1,5308.16,BTC-27SEP19-12000-C
2019-04-22,BTC,27SEP19,12000,C,0.0175,76.75,1,5378.64,BTC-27SEP19-12000-C
2019-04-26,BTC,27SEP19,12000,C,0.0135,77.51,13,5113.29,BTC-27SEP19-12000-C
2019-04-27,BTC,27SEP19,12000,C,0.0125,76.07,1,5160.28,BTC-27SEP19-12000-C
2019-04-28,BTC,27SEP19,12000,C,0.0125,76.84,2,5143.83,BTC-27SEP19-12000-C
2019-04-29,BTC,27SEP19,12000,C,0.0125,77.01,2,5145.58,BTC-27SEP19-12000-C
2019-05-01,BTC,27SEP19,12000,C,0.0135,76.53,3,5349.37,BTC-27SEP19-12000-C
2019-05-02,BTC,27SEP19,12000,C,0.013999999999999999,77.15,8,5367.96,BTC-27SEP19-12000-C
2019-05-03,BTC,27SEP19,12000,C,0.0155,74.4,6,5659.29,BTC-27SEP19-12000-C
2019-05-04,BTC,27SEP19,12000,C,0.0175,77.72,1,5570.46,BTC-27SEP19-12000-C
2019-05-05,BTC,27SEP19,12000,C,0.018000000000000002,76.85,2,5691.95,BTC-27SEP19-12000-C
2019-05-06,BTC,27SEP19,12000,C,0.018000000000000002,76.74,16,5719.15,BTC-27SEP19-12000-C
2019-05-07,BTC,27SEP19,12000,C,0.0205,76.98,2,5899.55,BTC-27SEP19-12000-C
2019-05-08,BTC,27SEP19,12000,C,0.019,77.79,2,5794.72,BTC-27SEP19-12000-C
2019-05-09,BTC,27SEP19,12000,C,0.02,76.0,4,6052.99,BTC-27SEP19-12000-C
2019-05-10,BTC,27SEP19,12000,C,0.024,76.7,5,6309.24,BTC-27SEP19-12000-C
2019-05-11,BTC,27SEP19,12000,C,0.0505,79.51,34,7369.22,BTC-27SEP19-12000-C
2019-05-12,BTC,27SEP19,12000,C,0.06,86.27,4,7279.63,BTC-27SEP19-12000-C
